순번,대학(원),학과(부),학년,이수구분,학수번호,교과목명,교과목명(영문),담당교수,Teaching method,수업방법,시간표,학점,강의실
113,인문대학,일어일문학과,3,전공선택,0009785001,일본지역학세미나,Japanese area studies seminar,박진한,on and offline class,온라인(화상)+오프라인, [SP323:월(2B-3)] [SP401:목(5B-6)],3,"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"
114,인문대학,일어일문학과,3,전공선택,AIC6055001,응용일본어회화(2),APPLICATION OF JAPANESE CONVERSATION(2),나카무라유리,on and offline class,온라인(화상)+오프라인," [SP323:월(7),목(3)(4)]",2,제15호관 인문대학-323 강의실(소)-5[SP323]
115,인문대학,일어일문학과,4,전공선택,0006010001,일본현대소설,READING IN JAPANESE CONTEMPORARY NOVEL,,online class,온라인(동영상+화상), [SP317:수(7-8A)(8B-9)],3,제15호관 인문대학-317 교육통계실습실[SP317]
116,인문대학,일어일문학과,4,전공선택,0007326001,일본지역학캡스톤디자인,The Capstone Design for Studies of Japanese Region,이석,on and offline class,온라인(화상)+오프라인, [SP401:수(4)(5)(6)],3,제15호관 인문대학-401 전용어학실습실-1[SP401]
117,인문대학,중어중국학과,1,전공기초,AID6001001,중국학입문,INTRODUCTION TO CHINESE STUDY,이현태,online class,온라인(동영상+화상)," [ZZ200:월(5B-6),목(4-5A)]",3,가상건물-200 온라인강의실[ZZ200]
118,인문대학,중어중국학과,1,전공기초,AID6001002,중국학입문,INTRODUCTION TO CHINESE STUDY,이현태,online class,온라인(동영상+화상)," [ZZ200:화(4-5A),금(5B-6)]",3,가상건물-200 온라인강의실[ZZ200]
119,인문대학,중어중국학과,1,전공선택,0004152001,중국문화의이해,INTRODUCTION TO CHINESE SOCIETY AND CULTURE,송승석,online class,온라인(동영상+화상)," [ZZ200:화(1-2A),수(5B-6)]",3,가상건물-200 온라인강의실[ZZ200]
120,인문대학,중어중국학과,1,전공선택,AID6434001,기초중국어2,BASIC CHINESE(2),최윤경,on and offline class,온라인(동영상+화상)+오프라인," [SP212:목(2)(3)] [SP402:월(1)(2),수(3)(4)]",3,"제15호관 인문대학-212 토론식강의실2[SP212], 제15호관 인문대학-402 전용어학실습실-2[SP402]"
121,인문대학,중어중국학과,1,전공선택,AID6434002,기초중국어2,BASIC CHINESE(2),조혜영,on and offline class,온라인(동영상+화상)+오프라인," [SP322:월(3)(4),수(1)(2),금(2)(3)]",3,제15호관 인문대학-322 강의실(대)-4[SP322]
122,인문대학,중어중국학과,2,전공필수,AID6406001,집중중국어실습(2),INTENSIVE ADVANCED CHINESE (2),신용권,on and offline class,온라인(화상)+오프라인," [SP402:월(3)(4),금(7)(8)]",2,제15호관 인문대학-402 전용어학실습실-2[SP402]
123,인문대학,중어중국학과,2,전공필수,AID6406002,집중중국어실습(2),INTENSIVE ADVANCED CHINESE (2),신용권,on and offline class,온라인(화상)+오프라인," [SP402:월(7)(8),금(3)(4)]",2,제15호관 인문대학-402 전용어학실습실-2[SP402]
124,인문대학,중어중국학과,2,전공필수,AID6407001,중국어듣기와말하기(2),LISTENING AND CONVERSATION IN CHINESE(2),이승매,online class,온라인(화상)," [ZZ200:화(1)(2),수(7)(8)]",2,가상건물-200 온라인강의실[ZZ200]
125,인문대학,중어중국학과,2,전공필수,AID6407002,중국어듣기와말하기(2),LISTENING AND CONVERSATION IN CHINESE(2),이승매,online class,온라인(화상)," [ZZ200:화(7)(8),수(1)(2)]",2,가상건물-200 온라인강의실[ZZ200]
126,인문대학,중어중국학과,2,전공선택,0004153001,중국현대문학의이해,INTRODUCTION TO CHINESE CONTEMPORARY LITERATURE,조혜영,online class,온라인(동영상+화상)," [ZZ200:수(5B-6),금(5B-6)]",3,가상건물-200 온라인강의실[ZZ200]
127,인문대학,중어중국학과,2,전공선택,0010048001,현대중국경제의이해,Understanding the Chinese Economy,이현태,online class,온라인(동영상+화상)," [ZZ200:월(1-2A),목(5B-6)]",3,가상건물-200 온라인강의실[ZZ200]
128,인문대학,중어중국학과,2,전공선택,AID6418001,중국근현대사,MORDEN HISTORY OF CHINA,이원준,online class,온라인(동영상+화상)," [ZZ200:월(5B-6),목(1-2A)]",3,가상건물-200 온라인강의실[ZZ200]
129,인문대학,중어중국학과,3,전공선택,0000372001,관습과중국문화,Chinese Customs and Culture,조형진,on and offline class,온라인(동영상+화상)+오프라인," [SP322:월(8B-9),화(5B-6)]",3,제15호관 인문대학-322 강의실(대)-4[SP322]
130,인문대학,중어중국학과,3,전공선택,AID6203001,중국근현대사상,MORDEN AND CONTEMPORARY  THOUGHTS OF CHINA,조봉래,on and offline class,온라인(동영상+화상)+오프라인, [SP322:금(4-5A)] [SP402:목(5B-6)],3,"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"
131,인문대학,중어중국학과,3,전공선택,AID6204001,역사속의 현대중국,CONTEMPORARY CHINA IN HISTORICAL TRADITION,이원준,online class,온라인(동영상+화상)," [ZZ200:월(7-8A),목(7-8A)]",3,가상건물-200 온라인강의실[ZZ200]
132,인문대학,중어중국학과,3,전공선택,AID6414001,집중중국어실습(3),INTENSIVE ADVANCED CHINESE (3),이승매,online class,온라인(화상)," [ZZ200:수(3)(4),금(1)(2)]",2,가상건물-200 온라인강의실[ZZ200]
133,인문대학,중어중국학과,3,전공선택,AID6414002,집중중국어실습(3),INTENSIVE ADVANCED CHINESE (3),청웨이웨이,on and offline class,온라인(화상)+오프라인, [SP322:수(7)(8)] [SP402:목(1)(2)],2,"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"
134,인문대학,중어중국학과,3,전공선택,AID6417001,중국대중문화론,CHINESE POPULAR CULTURE,,,," [SP402:수(5B-6),목(4-5A)]",3,제15호관 인문대학-402 전용어학실습실-2[SP402]
135,인문대학,중어중국학과,4,전공선택,0004830001,중국근현대인물탐구,Prosopography of Modern China,조봉래,on and offline class,온라인(동영상+화상)+오프라인," [SP402:화(5B-6),목(7-8A)]",3,제15호관 인문대학-402 전용어학실습실-2[SP402]
136,인문대학,중어중국학과,4,전공선택,0008664001,중국과동아시아,China and East Asia,,,," [SP322:화(7-8A),목(5B-6)]",3,제15호관 인문대학-322 강의실(대)-4[SP322]
137,자연과학대학,수학과,1,교양필수,XAA1359001,대학수학(2),CALCULUS(2),권오정,on and offline class,온라인(화상)+오프라인, [SF102:금(5B-6)] [SF103:화(2B-3)],3,"제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102], 제5호관 자연과학대학·생명과학기술대학-103 수학과시청각실[SF103]"
138,자연과학대학,수학과,1,전공선택,BKA6049001,집합론,SET THEORY,,,," [SF102:월(5B-6),수(5B-6)]",3,제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102]
139,자연과학대학,수학과,2,전공필수,BKA6007001,수리통계학(1),MATHEMATICAL STATISTICS(1),최원,on and offline class,온라인(동영상)+오프라인, [SF102:월(2B-3)] [SF309:화(5B-6)],3,"제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102], 제5호관 자연과학대학·생명과학기술대학-309 강의실(중)-1[SF309]"
140,자연과학대학,수학과,2,전공필수,BKA6008001,해석학(2),ANALYSIS(2),문병수,on and offline class,온라인(동영상)+오프라인," [SF309:수(2B-3),금(5B-6)]",3,제5호관 자연과학대학·생명과학기술대학-309 강의실(중)-1[SF309]
141,자연과학대학,수학과,2,전공선택,0002318001,선형대수학(2),Linear Algebra(2),황인호,on and offline class,온라인(동영상)+오프라인," [SF309:월(1-2A),화(7-8A)]",3,제5호관 자연과학대학·생명과학기술대학-309 강의실(중)-1[SF309]
142,자연과학대학,수학과,2,전공선택,0010051001,기초 최적화,Elementary optimization,권오정,on and offline class,온라인(화상)+오프라인, [SF102:수(7-8A)] [SF103:금(2B-3)],3,"제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102], 제5호관 자연과학대학·생명과학기술대학-103 수학과시청각실[SF103]"
143,자연과학대학,수학과,2,전공선택,BKA6003001,미분방정식,DIFFERENTIAL EQUTION,문병수,on and offline class,온라인(동영상)+오프라인, [SF102:목(2B-3)] [SF104:화(2B-3)],3,"제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102], 제5호관 자연과학대학·생명과학기술대학-104A 응용수학실습실[SF104]"
144,자연과학대학,수학과,3,전공필수,BKA6019001,위상수학(1),TOPOLOGY(1),,,," [SF102:수(1-2A),금(2B-3)]",3,제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102]
145,자연과학대학,수학과,3,전공선택,0000380001,복소수해석학(2),Complex Analysis(2),김인현,on and offline class,온라인(동영상)+오프라인," [SF103:월(5B-6),목(2B-3)]",3,제5호관 자연과학대학·생명과학기술대학-103 수학과시청각실[SF103]
146,자연과학대학,수학과,3,전공선택,BIA6016001,미분기하학(2),DIFFERENTIAL GEOMETRY(2),황인호,on and offline class,온라인(동영상)+오프라인," [SF309:화(2B-3),목(7-8A)]",3,제5호관 자연과학대학·생명과학기술대학-309 강의실(중)-1[SF309]
147,자연과학대학,수학과,3,전공선택,BKA6017001,수치해석학,NUMERICAL ANALYSIS,함남우,on and offline class,온라인(동영상)+오프라인," [SF104:월(2B-3),화(7-8A)]",3,제5호관 자연과학대학·생명과학기술대학-104A 응용수학실습실[SF104]
148,자연과학대학,수학과,3,전공선택,BKA6020001,현대대수학(2),MODERN ALGEBRA (2),권오정,on and offline class,온라인(동영상)+오프라인," [SF102:화(5B-6),목(5B-6)]",3,제5호관 자연과학대학·생명과학기술대학-102 통계처리실[SF102]
149,자연과학대학,수학과,4,전공선택,BKA6042001,금융수학,FINANCIAL MATHEMATICS,문병수,on and offline class,온라인(동영상)+오프라인," [SF108:수(5B-6),금(7-8A)]",3,제5호관 자연과학대학·생명과학기술대학-108 대수학연습실[SF108]
150,자연과학대학,물리학과,1,교양필수,XAA1359002,대학수학(2),CALCULUS(2),,on and offline class,온라인(동영상)+오프라인, [SF325:목(5)(6)(7)],3,제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325]
151,자연과학대학,물리학과,1,전공기초,0001188001,일반물리학(2),General Physics(2),김정우,on and offline class,온라인(동영상)+오프라인, [SF325:화(1-2A)] [SF335:목(1-2A)],3,"제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325], 제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]"
152,자연과학대학,물리학과,1,전공기초,0001191001,일반물리학실험(2),General Physics Laboratory(2),장영록,online class,온라인(동영상+화상), [SF109:금(3)(4)],1,제5호관 자연과학대학·생명과학기술대학-109 일반물리실험실[SF109]
153,자연과학대학,물리학과,1,전공기초,0001191002,일반물리학실험(2),General Physics Laboratory(2),,on and offline class,온라인(동영상)+오프라인, [SF114:금(3)(4)],1,제5호관 자연과학대학·생명과학기술대학-114 공통물리실험실-2[SF114]
154,자연과학대학,물리학과,1,전공기초,0001191003,일반물리학실험(2),General Physics Laboratory(2),함효식,on and offline class,온라인(동영상)+오프라인, [SF115:금(3)(4)],1,제5호관 자연과학대학·생명과학기술대학-115 공통물리실험실-3[SF115]
155,자연과학대학,물리학과,1,전공기초,BK06002001,일반화학(2),GENERAL CHEMISTRY(2),임태은,online class,온라인(동영상), [SF325:수(3)(4)],2,제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325]
156,자연과학대학,물리학과,1,전공선택,BKB6004001,물리학연습,Physics Practicum,장영록,on and offline class,온라인(화상)+오프라인," [SF325:화(2B-3),수(1-2A)]",3,제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325]
157,자연과학대학,물리학과,2,전공필수,BKB6009001,현대물리학실험,MODERN PHYSICS LAB,박승룡,on and offline class,온라인(동영상)+오프라인, [SF523:금(2)(3)],1,제5호관 자연과학대학·생명과학기술대학-523 현대물리실험실[SF523]
158,자연과학대학,물리학과,2,전공필수,BKB6009002,현대물리학실험,MODERN PHYSICS LAB,박승룡,on and offline class,온라인(동영상)+오프라인, [SF523:목(2)(3)],1,제5호관 자연과학대학·생명과학기술대학-523 현대물리실험실[SF523]
159,자연과학대학,물리학과,2,전공필수,BKB6010001,일반역학(2),MECHANICS(2),최수봉,on and offline class,온라인(동영상)+오프라인," [SF335:월(1-2A),수(2B-3)]",3,제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]
160,자연과학대학,물리학과,2,전공선택,0008468001,미분방정식,DIFFERENTIAL EQUATION,이선영,on and offline class,온라인(동영상)+오프라인, [SF104:금(5)(6)(7)],3,제5호관 자연과학대학·생명과학기술대학-104A 응용수학실습실[SF104]
161,자연과학대학,물리학과,2,전공선택,BKB6011001,현대물리학(2),MODERN PHYSICS(2),박승룡,on and offline class,온라인(동영상)+오프라인," [SF326:월(5)(6),금(1)]",3,제5호관 자연과학대학·생명과학기술대학-326 강의실(소)-2[SF326]
162,자연과학대학,물리학과,2,전공선택,BKB6012001,수리물리학(2),MATHEMATICAL PHYSICS(2),엇후 도르츠,on and offline class,온라인(동영상)+오프라인, [SF325:화(5)(6)] [SF326:목(1)],3,"제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325], 제5호관 자연과학대학·생명과학기술대학-326 강의실(소)-2[SF326]"
163,자연과학대학,물리학과,2,전공선택,BKB6022001,전자물리학(2),ELECTRONICS(2),김진영,on and offline class,온라인(동영상)+오프라인, [SF325:수(5)(6)(7)],3,제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325]
164,자연과학대학,물리학과,3,전공필수,BKB6020001,전자기학(2),ELECTROMAGNETISM(2),박영미,on and offline class,온라인(동영상)+오프라인, [SF325:월(5)(6)] [SF335:수(1)],3,"제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325], 제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]"
165,자연과학대학,물리학과,3,전공필수,BKB6021001,양자역학(2),QUANTUM PHYSICS(2),김정우,on and offline class,온라인(동영상)+오프라인," [SF325:목(2B-3),금(2B-3)]",3,제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325]
166,자연과학대학,물리학과,3,전공선택,0004985001,논문작성및연구,Class of paper writing,김준호,offline class,오프라인," [SF325:수(8)(9),목(8)(9)]",2,제5호관 자연과학대학·생명과학기술대학-325 강의실(중)-2[SF325]
